"5130,0,0,1",,,,
"5130,0,0,1",,,,
"3042,0,0,0",,,,
"5130,0,0,0",,,,
"5130,0,0,0",,,,
"5130,0,0,0",,,,
"3990,0,0,0",,,,
"5130,0,0,0",,,,
"3294,0,0,0",,,,
"3321,0,0,0",,,,
"5130,0,0,0",,,,
"4110,0,0,0",,,,
"5130,0,0,0",,,,
"5130,0,0,0",,,,
"5130,0,0,0",,,,
"5130,0,0,0",,,,
"5130,0,0,0",,,,
"5130,0,0,0",,,,
"5130,0,0,0",,,,
"5130,0,0,0",,,,
"5130,0,0,0",,,,
"5130,0,0,0",,,,
"9425,0,0,0",,,,
"5130,0,0,0",,,,
"6534,0,0,0",,,,
"6642,0,0,0",,,,
"9452,0,0,0",,,,
"11470,0,0,0",,,,
"6820,0,0,0",,,,
"14022,0,0,0",,,,
"5130,0,0,0",,,,
"14742,0,0,0",,,,
"3042,0,0,0",,,,
"16598,0,0,0",,,,
"12358,0,0,0",,,,
"12996,0,0,0",,,,
"16320,0,0,0",,,,
"15438,0,0,0",,,,
"12675,0,0,0",,,,
"3042,0,0,0",,,,
"14141,0,0,0",,,,
"13983,0,0,0",,,,
"3146,0,0,0",,,,
"13728,0,0,0",,,,
"12210,0,0,0",,,,
"5130,0,0,0",,,,
"3042,0,0,0",,,,
"10336,1,1,0",,,,
"3042,1,2,0",,,,
"11289,1,3,0",,,,
"11360,1,4,0",,,,
"3472,1,5,0",,,,
"5130,1,6,0",,,,
"11060,1,7,0",,,,
"5130,1,8,0",,,,
"10920,1,9,0",,,,
"5130,1,10,0",,,,
"10050,0,0,0",,,,
"9768,1,1,0",,,,
"10350,1,2,0",,,,
"5130,1,3,0",,,,
"10064,1,4,0",,,,
"9636,1,5,0",,,,
"5130,1,6,0",,,,
"9504,1,7,0",,,,
"5130,1,8,0",,,,
"8568,1,9,0",,,,
"8122,1,10,0",,,,
"7808,0,0,0",,,,
"5130,0,0,0",,,,
"7620,0,0,0",,,,
"5022,0,0,0",,,,
"8060,0,0,0",,,,
"8379,0,0,0",,,,
"8060,0,0,0",,,,
"5130,0,0,0",,,,
"6783,0,0,0",,,,
"6726,0,0,0",,,,
"7440,0,0,0",,,,
"7198,0,0,0",,,,
"5130,0,0,0",,,,
"7198,0,0,0",,,,
"7056,0,0,0",,,,
"6272,0,0,0",,,,
"5130,0,0,0",,,,
"5886,0,0,0",,,,
"6322,0,0,0",,,,
"5824,0,0,0",,,,
"5346,0,0,0",,,,
"5500,0,0,0",,,,
"5400,0,0,0",,,,
"7000,0,0,0",,,,
"6820,0,0,0",,,,
"4982,0,0,0",,,,
"5130,0,0,0",,,,
"5130,0,0,0",,,,
"7239,0,0,0",,,,
"7239,0,0,0",,,,
"7482,0,0,0",,,,
"5130,0,0,0",,,,
"5130,0,0,0",,,,
"5130,0,0,0",,,,
"5130,0,0,0",,,,
"5130,0,0,0",,,,
"5995,0,0,0",,,,
"5995,0,0,0",,,,
"6728,0,0,0",,,,
"5130,0,0,0",,,,
"6669,0,0,0",,,,
"6215,0,0,0",,,,
"6440,0,0,0",,,,
"6555,0,0,0",,,,
"7080,0,0,0",,,,
"5076,0,0,0",,,,
"6156,0,0,0",,,,
"5130,0,0,0",,,,
"6783,0,0,0",,,,
"6490,0,0,0",,,,
